Table Physical Name,Table Label,Table Description,Seq ,Column Physical Name,Column Label,Table Column Description,Logical Data Type,Physical Data Type,Not Null?,Size,Precision,Minimum,Maximum,Units of Measure,Domain Name
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",51,silttotal_l,Low,Mineral particles 0.002 to 0.05mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",52,silttotal_r,RV,Mineral particles 0.002 to 0.05mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",53,silttotal_h,High,Mineral particles 0.002 to 0.05mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",54,siltco_l,Low,Mineral particles ranging in size from 0.02mm to 0.05mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",55,siltco_r,RV,Mineral particles ranging in size from 0.02mm to 0.05mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",56,siltco_h,High,Mineral particles ranging in size from 0.02mm to 0.05mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",57,siltfine_l,Low,Mineral particles ranging in size from 0.002 to 0.02mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",58,siltfine_r,RV,Mineral particles ranging in size from 0.002 to 0.02mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",59,siltfine_h,High,Mineral particles ranging in size from 0.002 to 0.02mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",60,claytotal_l,Low,Mineral particles less than 0.002mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",61,claytotal_r,RV,Mineral particles less than 0.002mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",62,claytotal_h,High,Mineral particles less than 0.002mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",63,claysizedcarb_l,Low,Carbonate particles less than 0.002mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",64,claysizedcarb_r,RV,Carbonate particles less than 0.002mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",65,claysizedcarb_h,High,Carbonate particles less than 0.002mm in equivalent diameter as a weight percentage of the less than 2.0mm fraction.,Float,Real,No,NA,1,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",66,om_l,Low,The amount by weight of decomposed plant and animal residue expressed as a weight percentage of the less than 2 mm soil material.,Float,Real,No,NA,2,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",67,om_r,RV,The amount by weight of decomposed plant and animal residue expressed as a weight percentage of the less than 2 mm soil material.,Float,Real,No,NA,2,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",68,om_h,High,The amount by weight of decomposed plant and animal residue expressed as a weight percentage of the less than 2 mm soil material.,Float,Real,No,NA,2,0,100,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",69,dbtenthbar_l,Low,The oven dried weight of the less than 2 mm soil material per unit volume of soil at a water tension of 1/10 bar.,Float,Real,No,NA,2,0.02,2.6,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",70,dbtenthbar_r,RV,The oven dried weight of the less than 2 mm soil material per unit volume of soil at a water tension of 1/10 bar.,Float,Real,No,NA,2,0.02,2.6,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",71,dbtenthbar_h,High,The oven dried weight of the less than 2 mm soil material per unit volume of soil at a water tension of 1/10 bar.,Float,Real,No,NA,2,0.02,2.6,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",72,dbthirdbar_l,Low,The oven dry weight of the less than 2 mm soil material per unit volume of soil at a water tension of 1/3 bar.,Float,Real,No,NA,2,0.02,2.6,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",73,dbthirdbar_r,RV,The oven dry weight of the less than 2 mm soil material per unit volume of soil at a water tension of 1/3 bar.,Float,Real,No,NA,2,0.02,2.6,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",74,dbthirdbar_h,High,The oven dry weight of the less than 2 mm soil material per unit volume of soil at a water tension of 1/3 bar.,Float,Real,No,NA,2,0.02,2.6,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",75,dbfifteenbar_l,Low,The oven dry weight of the less than 2 mm soil material per unit volume of soil at a water tension of 15 bar.,Float,Real,No,NA,2,0.02,2.6,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",76,dbfifteenbar_r,RV,The oven dry weight of the less than 2 mm soil material per unit volume of soil at a water tension of 15 bar.,Float,Real,No,NA,2,0.02,2.6,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",77,dbfifteenbar_h,High,The oven dry weight of the less than 2 mm soil material per unit volume of soil at a water tension of 15 bar.,Float,Real,No,NA,2,0.02,2.6,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",78,dbovendry_l,Low,"The oven dry weight of the less than 2 mm soil material per unit volume of soil exclusive of the desication cracks, measured on a coated clod.",Float,Float,No,NA,2,0.02,2.6,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",79,dbovendry_r,RV,"The oven dry weight of the less than 2 mm soil material per unit volume of soil exclusive of the desication cracks, measured on a coated clod.",Float,Float,No,NA,2,0.02,2.6,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",80,dbovendry_h,High,"The oven dry weight of the less than 2 mm soil material per unit volume of soil exclusive of the desication cracks, measured on a coated clod.",Float,Float,No,NA,2,0.02,2.6,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",81,partdensity,Dp,Mass per unit of volume (not including pore space) of the solid soil particle either mineral or organic. Also known as specific gravity.,Float,Real,No,NA,2,0.01,5,g/cm3,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",82,ksat_l,Low,The amount of water that would move vertically through a unit area of saturated soil in unit time under unit hydraulic gradient.,Float,Real,No,NA,4,0,705,um/s,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",83,ksat_r,RV,The amount of water that would move vertically through a unit area of saturated soil in unit time under unit hydraulic gradient.,Float,Real,No,NA,4,0,705,um/s,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",84,ksat_h,High,The amount of water that would move vertically through a unit area of saturated soil in unit time under unit hydraulic gradient.,Float,Real,No,NA,4,0,705,um/s,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",85,awc_l,Low,"The amount of water that an increment of soil depth, inclusive of fragments, can store that is available to plants. AWC is expressed as a volume fraction, and is commonly estimated as the difference between the water contents at 1/10 or 1/3 bar (field capacity) and 15 bars (permanent wilting point) tension and adjusted for salinity, and fragments.",Float,Real,No,NA,2,0,0.07,cm/cm,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",86,awc_r,RV,"The amount of water that an increment of soil depth, inclusive of fragments, can store that is available to plants. AWC is expressed as a volume fraction, and is commonly estimated as the difference between the water contents at 1/10 or 1/3 bar (field capacity) and 15 bars (permanent wilting point) tension and adjusted for salinity, and fragments.",Float,Real,No,NA,2,0,0.07,cm/cm,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",87,awc_h,High,"The amount of water that an increment of soil depth, inclusive of fragments, can store that is available to plants. AWC is expressed as a volume fraction, and is commonly estimated as the difference between the water contents at 1/10 or 1/3 bar (field capacity) and 15 bars (permanent wilting point) tension and adjusted for salinity, and fragments.",Float,Real,No,NA,2,0,0.07,cm/cm,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",88,wtenthbar_l,Low,"The volumetric content of soil water retained at a tension of 1/10 bar (10 kPa), expressed as a percentage of the whole soil.",Float,Real,No,NA,1,0,2000,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",89,wtenthbar_r,RV,"The volumetric content of soil water retained at a tension of 1/10 bar (10 kPa), expressed as a percentage of the whole soil.",Float,Real,No,NA,1,0,2000,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",90,wtenthbar_h,High,"The volumetric content of soil water retained at a tension of 1/10 bar (10 kPa), expressed as a percentage of the whole soil.",Float,Real,No,NA,1,0,2000,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",91,wthirdbar_l,Low,"The volumetric content of soil water retained at a tension of 1/3 bar (33 kPa), expressed as a percentage of the whole soil.",Float,Real,No,NA,1,0,2000,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",92,wthirdbar_r,RV,"The volumetric content of soil water retained at a tension of 1/3 bar (33 kPa), expressed as a percentage of the whole soil.",Float,Real,No,NA,1,0,2000,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",93,wthirdbar_h,High,"The volumetric content of soil water retained at a tension of 1/3 bar (33 kPa), expressed as a percentage of the whole soil.",Float,Real,No,NA,1,0,2000,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",94,wfifteenbar_l,Low,"The volumetric content of soil water retained at a tension of 15 bars (1500 kPa), expressed as a percentage of the whole soil.",Float,Real,No,NA,1,0,400,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",95,wfifteenbar_r,RV,"The volumetric content of soil water retained at a tension of 15 bars (1500 kPa), expressed as a percentage of the whole soil.",Float,Real,No,NA,1,0,400,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",96,wfifteenbar_h,High,"The volumetric content of soil water retained at a tension of 15 bars (1500 kPa), expressed as a percentage of the whole soil.",Float,Real,No,NA,1,0,400,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",97,wsatiated_l,Low,"The estimated volumetric soil water content at or near zero bar tension, expressed as a percentage of the whole soil.",Integer,Smallint,No,NA,NA,10,70,percent,NA
